Product ID,Product Name,SKU,Brand,Category,Subcategory,Product Description,Model Number,Release Date,Price,Discount Price,Cost Price,Wholesale Price
F6EY8TE6,Size Speech,STYUP5YYSLFO,Adidas,Fashion,Footwear,"Oil democratic rule tonight voice. Two base sound.
Eye discover ahead us could common.",ZZ28M4SIWV,2023-10-27,336.2,328.8600376,270.8891128,258.431379
T69P4F5E,Democrat Sell,AIKOPGRDR8M6,Adidas,Fashion,Clothing,Tend national successful whole official.,4C1GQNOAE7,2020-02-05,143.48,132.7438546,110.6529827,88.79922751
ZA9WGNML,Name Guess,7AM6DFIBS1SP,Gucci,Fashion,Clothing,Prove upon weight bar their. Whose chance right impact even perform weight.,K14WYYD63S,2024-03-25,295.51,249.2280486,246.1265405,227.3982434
M6FUEGL8,Billion Conference,FIGOUR5R5THV,Zara,Fashion,Clothing,Quite star detail market. Scene worker spring state.,TLQQPSTVTH,2022-04-02,332.03,322.4336157,245.6814237,226.6310643
TZD5QJ4Z,Moment American,9X5GSQBLAQ7Q,Nike,Fashion,Clothing,Entire sea stay idea. Sometimes claim stand example wish cultural speech through.,0UPYP95HNZ,2024-06-27,201.13,168.4624926,117.0560446,96.71580681
SRJ96135,Hundred Start,DIHO5JNGF3BR,H&M,Fashion,Clothing,Sit image yeah almost. Debate agent then debate his get. Try yeah leave.,AY4HUOI8HQ,2023-05-26,315.09,283.999664,218.2687718,196.1609989
VHEZR8CU,Call Thus,Y143PSA1IMKJ,H&M,Fashion,Accessories,Yourself fear discuss. Discussion figure close option exist win exist treat.,U64JJ2FDO8,2023-06-16,91.39,68.35181111,50.68407311,37.89018297
L7H6U8X7,Reflect Glass,NHN9I7ILAY0J,H&M,Fashion,Accessories,Agency thus force show. Cost they site suffer story.,2HOZ4IMPSR,2024-09-16,434.4,404.1664855,387.8220823,366.3642506
JTWFTRNT,Since Line,Q9TXY3GC3A84,Adidas,Fashion,Clothing,Health argue guy Congress both throughout. Discuss contain attention wrong south bad claim.,1LQLJZVF9O,2020-08-16,161.4,147.7108152,73.75885913,60.15076056
YC173CJU,Several Beat,17EVQFGJDNXM,Nike,Fashion,Footwear,Push pattern staff wife act street activity. Say second receive scientist my coach.,QD6IL3XL3Y,2023-05-05,491.12,470.3519814,469.9397905,447.7390524
P2SFSTIF,Would Important,DYTRU0X5Q2YI,Prada,Fashion,Footwear,Authority peace artist push effort half. Southern the turn send ready often.,UUIJNF3HRU,2023-01-05,80.03,66.23027552,17.78576553,0.212564453
O16IIMX5,Answer Of,ASJ2PKAUXNGF,Nike,Fashion,Clothing,Determine individual than whole spring former today brother. Charge outside effort entire laugh.,6LGRDH9W5R,2023-03-09,488.86,463.1301152,417.0696453,391.1263104
Y7A5IQD3,Local Reflect,7Z3GQH1BWEH6,Adidas,Fashion,Accessories,So edge check teach form bed before. Involve nearly head move.,R6NAQJWYJP,2022-09-07,131.23,111.6245573,85.61862061,66.30586914
0PU2TSZE,Whom Six,H06FSGJQXXE7,Nike,Fashion,Clothing,Option drop year situation resource use. Night continue moment military paper lay.,U8SEPXHQSV,2023-11-18,87.67,60.97401084,49.03248529,21.409614
JX4BRCBP,Organization Son,QO3O3VMY5OLU,Gucci,Fashion,Footwear,Those message exist such while say eight. Discover firm face prove up art factor.,GXBFBYG0HM,2023-12-18,64.51,17.12112617,-24.87073038,-49.8908151
81MGBOBJ,No Consider,WH4UYVA5FU9P,Gucci,Fashion,Footwear,When use agree move participant. Use music world season democratic spend team.,SZZSIPHRNC,2023-10-17,331.86,310.7666774,233.9701119,219.0418382
CT8HR0E2,Early Travel,JH9CT00MEBD3,Nike,Fashion,Clothing,Project like purpose brother big. Cultural number then investment. Young above town number.,YWBPJI7JXC,2020-12-14,155.61,123.3855131,88.97197125,69.95350117
2DV78IBF,Avoid With,NB3S152IN4NY,Nike,Fashion,Footwear,Evidence I news nearly. Top exactly decision item. Hair next box during time ball.,3F8L5DKM10,2020-10-19,424.4,374.766103,398.1947707,372.9361319
SZ7M77MH,Kind Summer,LJHGZ3TN27EA,Adidas,Fashion,Footwear,Human type bag why measure blue. Throw paper level determine protect one hard. Lead civil suffer.,SDHYKKHW0P,2024-09-21,301.8,262.7591767,241.3400478,226.6953141
BHRVX2SV,Republican Administration,M88B8T224NZT,Prada,Fashion,Footwear,First prepare field cost nearly cultural state. Others fall catch shoulder reveal his.,LSK1QX0KDH,2022-07-23,306.85,281.9069483,282.6042313,256.2163638
0A223XME,How Know,F8380D4MP2A4,Nike,Fashion,Footwear,Plan business play. Sense but reflect soldier sign key.,3TQWGFBYIO,2023-06-11,261.61,253.2518627,193.0290082,172.2426341
FZJ2B1HQ,Human Oil,8K0ZQ0S6HK6N,H&M,Fashion,Footwear,Finally far meeting place. Short actually case employee clearly.,Q32QBM6IP8,2021-11-10,447.95,434.5403242,349.5903452,320.4419611
LACS187O,Lead Board,NIIFMHGYPCOR,Nike,Fashion,Footwear,Voice soon character maintain.,V40T2LZ3O8,2022-10-12,63.76,42.96615256,17.36194692,3.012451996
SFRDPMY1,Support Without,HD8RUCNMHSRI,Nike,Fashion,Clothing,Research stuff everybody room. So scientist treatment fish toward.,OYWL6BQKSE,2021-12-04,132.72,126.2638166,56.22239404,32.43436192
VQ70FHVG,Subject Pay,HIWF945ZG05A,Zara,Fashion,Clothing,Series produce fire significant. Increase support piece position dog. Several senior perform top.,VIV2SKFHV1,2020-09-04,422.95,376.2537053,355.547026,329.7002382
A86UAVG5,Reduce Company,ACB29G1SLU6T,Zara,Fashion,Clothing,Stuff director teach put. Local college feeling rock fill officer end here.,P68U53HC0Y,2024-09-27,153.38,117.4957122,65.89626115,37.99145057
FKWROFJP,Take Store,Y26F2J4PKEU7,Adidas,Fashion,Clothing,Federal population evidence despite seven race do space. Could price walk deal week product.,2X0P1MIO9U,2022-02-04,492.22,480.7102641,435.9464925,422.3987634
3G45JAM2,Stock These,SIS9LE5PD3IM,Gucci,Fashion,Footwear,Address together figure even past much. Receive want admit research late us.,DVAZGN65FE,2019-12-16,390.81,343.7108966,323.0557125,307.6199224
UDRTZ63O,On Wait,WBXHRZHNKLZP,Gucci,Fashion,Footwear,Begin person sign left again will. Catch protect week simply fish interest suddenly.,28V0ZFSJIF,2022-04-05,305.29,258.9742558,207.2137847,190.2080889
TNORHE0C,Hope Technology,AGEWN54FS7SJ,Adidas,Fashion,Clothing,Prepare just painting theory lot close who. Want walk speak. Important second better respond.,OAUDBCZGQK,2022-06-09,299.38,284.4813127,247.7419748,230.5002002
HTLW8QHY,Trouble The,HGKTVBV50E4K,Zara,Fashion,Footwear,Fire cover best product usually. Exactly finally situation call guy together through.,OB0DWGLQ24,2021-08-19,316.84,283.9312743,223.1769842,203.015929
8RZID3Y5,Main White,JWBBKJEWD8RA,Adidas,Fashion,Clothing,Head federal discuss.,AJZ6C9CETF,2021-09-19,151.72,145.8832372,96.51312025,80.26799495
Q771BFWY,Alone Industry,4RTF0E4GYB74,Prada,Fashion,Clothing,Size value against single. Tax ability hour computer war three scientist.,MN6H2L5H4I,2020-01-25,279.22,253.3953517,254.4469725,227.2949008
WKRPRAFV,School Experience,5TTONYF3ORSE,Adidas,Fashion,Accessories,"Child shake wear against pass. About act some yes.
Enough left TV on education many.",RKP9K4GQFQ,2022-04-12,114.07,86.70828357,55.57562348,40.81437735
2JKA2SGE,Bar Purpose,BZCD6E85AIJA,Nike,Fashion,Accessories,Expert kitchen soldier time whatever data. Source back eye direction note partner price including.,Q2BRDQX0F7,2021-09-09,131.18,125.2028925,97.2236185,68.91479464
KMYWNXAU,Tonight As,814LH5H10F3W,H&M,Fashion,Accessories,Could woman fall home everyone. Part chance move appear teach.,WUEJT8ESR3,2021-12-29,174.78,127.9324359,133.6460617,113.223412
XFI0M2VZ,House Task,78TQNJMKC61X,Adidas,Fashion,Footwear,Nation involve main side parent between personal.,BR7J8Y6O9M,2020-04-05,63.7,52.18493459,35.53716971,14.58318227
ZBAD4RIW,Company Very,VZ6K0K8SMJ6O,H&M,Fashion,Clothing,Third term front support everybody box product. Control condition plan support door test.,UA3ISB0I9F,2022-03-08,387.54,342.4868851,332.4280321,316.2888165
AGQ3HD83,Note Personal,XR0JXUZRDW1X,Prada,Fashion,Accessories,Listen radio arrive. Citizen several avoid about.,QVPCYZNH35,2021-11-30,381.75,362.4848943,340.4953361,327.3640941
YIB82C3L,Fire After,95DCJCKHM6WU,Gucci,Fashion,Accessories,Recognize analysis science air theory. Without skill culture another.,CMXPX0955I,2021-01-24,97.39,77.81466488,64.83631609,43.40988343
VZJG8PAL,Interesting Traditional,1A60T8OCA874,Prada,Fashion,Accessories,End knowledge our learn run particular. Policy I clear late Congress charge expert.,RMZUSPXPGD,2022-03-01,414.67,372.1021052,316.8420789,291.0098913
A8QVOCVR,Assume Life,F3JES8BCAHLP,Prada,Fashion,Footwear,Any however class sometimes likely often fill how.,KBPB2DNJ6H,2024-03-12,327.87,316.4734404,289.9904321,263.9887757
XFSUSPIP,Throw Win,5MAHU09Q4P3M,Nike,Fashion,Accessories,Either base threat like no information. Indicate prevent imagine.,O531W4J77N,2024-03-26,22.55,14.92706822,-75.39005871,-97.71083746
4MNIDW61,Manager Phone,YAYASZGTOQC3,Nike,Fashion,Accessories,Garden option there stay leader mouth cut. Stock mission glass week.,Y0NY1596VW,2019-11-01,251.73,207.9744716,172.4577802,157.9147313
P3NE3CLO,Material Few,F1F0IPL7K847,Gucci,Fashion,Clothing,Realize certain fire response. Real exactly month. Common husband best.,29WJP2N8XE,2024-03-31,266.59,224.9289695,224.1251786,208.187492
M4P2MRS7,Through Amount,QOXSU110PDGU,Gucci,Fashion,Footwear,Class television article during cold with also. Right member my appear main.,WH6HC6YIN1,2022-08-13,167.26,145.5504969,142.3826295,116.1715299
P23HVFGB,Quickly Group,BSI3BGKHADJ9,Nike,Fashion,Footwear,Message occur reduce experience expert. Difficult hope whole listen. Get add teacher bar per.,RLS1JAQ3OI,2020-01-26,421.56,381.4339243,351.9065783,324.5464266
5DCIDZF4,Whose Lawyer,9LPX3AWVI04Q,Gucci,Fashion,Footwear,Door every explain short contain. Partner feeling responsibility father theory.,CDTG0LV3LQ,2022-04-02,311.19,281.9107313,237.500187,216.8711315
QOZSD6EH,Peace Subject,4OMM5LASTF8U,H&M,Fashion,Clothing,Admit thank reduce. Player town figure like ability.,BJJM9DNOPZ,2023-12-23,495.51,486.2586692,449.9782264,430.7773777
1GF85AWT,Market More,B0P1BFPS4YZ9,Gucci,Fashion,Footwear,Take part record. Size fire method prevent. Ok common enter woman success election hand month.,1XA72J8PF7,2023-09-07,276.19,246.997429,178.3814985,161.5970684
W1MARLMN,Gas Per,7A8IUBRJGI9X,Gucci,Fashion,Accessories,Relate near forget degree. Party yourself risk rise question word quality.,KQUWMN3CMK,2023-11-19,91.57,84.78820067,42.98913936,23.79805151
J5SMOOCM,Maybe Live,F7A111UMK3EE,Prada,Fashion,Clothing,Week treat too small. Land finally thank memory buy six time himself.,FHSOSND2TK,2023-10-15,237.17,195.975205,187.3617836,165.6676924
5O6A38XF,Safe Check,78AK7NHEYT7D,Zara,Fashion,Clothing,Cover could place many involve reveal. Find agree field fight.,SFZGD3JHWT,2022-02-25,201.41,174.4835329,173.9147053,146.0337092
39XJSWNZ,Woman Full,EF4DCBWX1ACU,Gucci,Fashion,Accessories,Around each almost house same. Mind expert list factor.,R2VU1KR0Q8,2023-05-25,26.42,-18.24696238,-26.20678521,-40.6734553
PUME6HM0,Order Find,XVHED7TQ5EHK,Prada,Fashion,Clothing,Spring history far though over usually. Answer reason fact life such.,G2IGC0GPNX,2022-09-17,345.01,328.6174131,320.7499467,303.2859023
WGUAGDWT,Later Sometimes,97X5XPS74BP5,Adidas,Fashion,Footwear,Society marriage start rule one page. Quickly girl amount manage.,CFTJQ5KRTL,2022-08-29,51.37,20.28215009,-48.5038547,-78.04851685
ECWTNJSF,My To,YDA5NADOY9DR,Gucci,Fashion,Clothing,Bank her condition again decision public Congress. Among itself director. Window know yourself may.,HPQ3AGB7VG,2023-02-04,150.37,137.5055562,121.0894659,92.51123756
M91GPV5N,Cause Kind,8QXF1I5M61FF,Nike,Fashion,Clothing,Summer similar live economy.,LCJUVN2NE7,2021-08-09,128.22,121.7294754,38.37703719,23.34094113
X5YH3KRB,Cut Discussion,W6I28C69A372,Prada,Fashion,Accessories,Bill ask page way. Even green audience wrong place. Prevent practice already simply.,W7MKXTTWWF,2022-04-25,12.76,-20.50700931,-83.75045742,-109.1184912
L0JTBOFT,Article Allow,W3QTUGXUA7L1,Prada,Fashion,Clothing,Like cause paper prevent can training. Product weight health.,OJ4VQH7PPN,2021-02-12,288.64,242.4067676,234.3598637,222.1509076
CYQVD9AH,List Community,SJH2QZ2LJYTA,Zara,Fashion,Footwear,Care husband kitchen ago visit. Guy space protect city likely single.,WLC6L4PO13,2024-02-08,235.91,213.2464936,165.2418439,140.300469
9MBSO82X,Avoid Often,KNTC2RKK7C82,Nike,Fashion,Accessories,Ground hour physical establish law. Number rich any person matter light table in.,CF875KSF7S,2023-08-05,169.71,136.703296,135.2410323,121.6776999
E2DHETKZ,Live Hair,XCO16F6QWKTR,Adidas,Fashion,Accessories,Fill painting late family. Fine such word debate most.,WUS240WX5A,2023-06-08,473.07,464.9949249,400.3830391,390.046638
O02NPUM2,Business None,M7V182YMEE6R,Zara,Fashion,Clothing,President still place garden forward. Light rock behind. Writer rest detail glass.,MI95UKZYQW,2020-06-30,277.21,245.5538876,232.4422775,209.9838075
505IOE1U,Piece Certain,8KK9ZHPQ3O2C,Zara,Fashion,Clothing,Hot quickly summer now whatever the free minute. Only set event marriage generation care many city.,EBIQC5K3IS,2023-09-10,380.41,335.6003239,320.8599636,309.9144606
RSSJLX3G,Not Individual,TRGGW1MXDTEA,Gucci,Fashion,Footwear,Tax loss lot threat first. State necessary image college good.,KPKZTOWQTC,2024-04-22,123.58,101.2249319,73.72908092,59.06555746
F1GENGIW,Near Or,ODO07IAZV6G2,Zara,Fashion,Footwear,Serious instead continue price factor throughout. Yourself human water subject seem.,6I1W5ZSEC5,2023-01-06,56.81,27.74034987,-42.07922403,-63.23625183
9MVTI6UZ,Reason Expert,Z46LHE2JOSXS,Zara,Fashion,Footwear,Modern growth rather. Hair today hope represent long air money.,4BGVID9QPH,2024-05-11,223.6,214.827233,200.5847062,170.7204836
BPQ8FBOO,Staff Control,6E8B40ORX0GK,H&M,Fashion,Accessories,Everybody glass agree election. Region book political discuss me.,QBZKRGMDTW,2022-09-03,213.15,195.3058714,184.1182441,155.5126829
EF8AO40N,Manage Interview,NOSVTDD0TVNT,H&M,Fashion,Footwear,Agent herself very avoid strong idea relate piece. Goal once him pass task artist here.,H8OSFJZ5LQ,2024-04-26,194.49,183.7604361,118.2913986,104.8423107
Q74HN3PX,Magazine Already,G0R9NGGA6RPK,Zara,Fashion,Accessories,List keep around employee consumer. Food year movement degree live.,R9K7E704JK,2021-08-10,207.53,181.0792411,185.5481237,167.3102123
HB8H62C8,Pick History,GZ9FNSLMCZ0D,H&M,Fashion,Clothing,See certain human hit traditional not when. News trial discuss go almost hot check.,0WFXEIUTK3,2020-08-13,297.38,277.1208674,211.8598388,191.9801061
WC39QXZW,Interesting Explain,PQ8N181SV4AI,Gucci,Fashion,Clothing,Point positive case yard eight.,KEFUI85QMX,2021-07-04,54.05,45.65584019,31.25506724,18.98896161
B24RKEUO,Cut Him,JMSC8M7BDF9R,Zara,Fashion,Accessories,Above oil without probably. Suffer away decide performance enter.,VWXYLP06RF,2022-05-11,300.04,265.3960931,234.7763815,206.8464372
MMDO8MYZ,Old Sister,SLMJ6UVYRNBL,Adidas,Fashion,Footwear,Beat start save. Anything sit then remain officer. Position animal program plan perform wish.,PCNDPZZS2W,2021-12-01,449.22,410.1654727,360.8622487,332.5570674
TOM8OMC4,Lay Really,3D86RDLI90S8,H&M,Fashion,Accessories,Some realize beat then popular deal nearly.,EOXE6WWFRZ,2023-08-27,278.27,243.1089617,214.3920329,203.9601516
IDXEARZR,Mouth On,Y8UNCT99UKQ1,H&M,Fashion,Accessories,"Remember institution black near. Media own reduce detail create.
Better leave them ahead.",17HI0O1E5Z,2021-02-13,446.97,430.7691533,426.4140242,405.0555256
EGRDF850,American Likely,PKVFG9CGFWAK,Gucci,Fashion,Clothing,Fly investment before whatever. Affect end crime land old help cold ball. Billion his than build.,G1S8H1KQGL,2022-07-25,204.48,191.6323213,134.6779033,111.8098239
7ZEY16KL,Purpose Represent,D5X59TL9C28V,H&M,Fashion,Footwear,Congress trade free really hear send. Describe cold Mr scientist explain down.,LD5KWA9UC7,2020-03-11,112.05,90.33000674,67.51584471,46.77607341
EWH2LAJU,It Figure,UYKMX3R58YNL,Adidas,Fashion,Clothing,Better less head former difficult out meet. Defense bank behavior look past wear those.,JO35CP0T44,2020-04-11,404.14,378.2140452,322.1935033,293.4551349
H5CYMPV8,Others End,FSZKYP1CM4LW,Prada,Fashion,Clothing,"Free understand official can. Organization fish wife family fight.
International popular stop can.",MLDFWS7GJ8,2022-01-07,490.9,451.1073928,397.8925917,379.7108424
DHCA7G8I,Generation Television,FV76WQYTZD1G,H&M,Fashion,Accessories,Election nearly more both drop professor. Place report our say.,T85RQNI7TG,2023-05-18,384.22,369.5271528,348.6641433,334.7348563
E8543UJ2,Trial Leave,EQGPGCE1DQ7E,Gucci,Fashion,Clothing,Visit rise image.,0XMQORDGMV,2022-08-25,411.82,397.5975474,364.8311185,349.2077227
ZTUVYO3K,Few Moment,ITC7CYKEI8ZQ,Zara,Fashion,Accessories,After tend nation appear any. Pick college energy.,SCCK9F01Y4,2019-11-29,326.74,280.8461743,293.8713019,270.1493543
CZF8CAY6,Fast Make,THFPHMFPT2UZ,Prada,Fashion,Clothing,City thank ask leader. Sign growth food hold south firm.,3K4A2EV2MY,2022-12-02,449.04,400.3487547,391.9706481,377.7905781
U6SRVE2D,Night Require,27O1AHRR14H0,Gucci,Fashion,Footwear,Support chance world break particularly movement about employee. The central simply sense this one.,VJ73NL964S,2021-04-19,216.4,197.22363,142.7983509,113.1921246
F6P16H3D,Ahead However,TIEFSW46ROSS,Nike,Fashion,Footwear,Cell yes beautiful smile prevent mention drop now. Idea new degree reveal cold.,PCINAC7D5H,2019-11-28,467.26,428.8744645,443.7963653,423.1877335
1VTTPSH7,Learn Table,1P61Y276JFB3,Zara,Fashion,Accessories,Among different green door it free media. Consider player necessary public effect ask some.,BJZ1PDOTN1,2021-07-21,35.96,26.22896652,-14.17085416,-27.81948787
Q27I4OXZ,Wait Step,YMTDCOK855CX,Gucci,Fashion,Clothing,Issue support record major. At bring water any let often.,U2104B4Y2J,2020-04-24,452.62,422.2722052,365.6221384,354.7690842
XU84DYX8,Choose Book,2W7J9Z2JQZ6K,Adidas,Fashion,Accessories,Argue technology this serve similar. Short day day treatment lead range.,5DXUD37V11,2023-08-13,199.31,173.7922483,152.9952246,133.9785686
JH0AUTVD,Seat Similar,GM75YSEG6C2I,Gucci,Fashion,Footwear,Decision shoulder weight want degree political. Size along beyond per site south.,V3BURXLT1I,2024-06-19,375.67,362.7167028,310.4952672,298.3941318
04E2FG0P,Even Interest,94LWJ1IY1OR5,Prada,Fashion,Accessories,Since field professor anyone west charge son.,1RIF9F0NJX,2022-06-11,485.53,459.1858746,401.4896535,382.5410024
4X7UT8RR,Product Use,KIWIBCC16CB7,Adidas,Fashion,Clothing,Hope green professor teacher. Develop loss real rather. Garden happy into or issue nothing degree.,IM8YLGB079,2021-03-02,236.74,203.1949403,149.6735251,136.8468795
QJY2ANYL,Serious Think,325C961RBQ9W,Nike,Fashion,Accessories,Concern purpose help service. Purpose power dinner forget morning skin.,JY2VXYE4HC,2019-12-29,375.56,365.1831098,354.2181207,336.5816932
PLZR4ROL,Cause Win,DXA95JJJ023M,Gucci,Fashion,Footwear,Receive popular land resource easy language power. We want truth knowledge Congress.,0ROLQBXZ7G,2023-03-10,202.54,155.9460097,142.948455,124.8684653
94TFIXBG,Be Prove,0DE2UH97VYLY,Nike,Fashion,Clothing,Tough speech every knowledge staff. Often matter trip be only music.,IIXMKUQZCZ,2021-08-07,224.28,214.5381087,138.0161635,122.3776905
G79D2WFK,Do Walk,AI0ADLMT9ZVN,Gucci,Fashion,Accessories,Father success factor produce lot civil visit. Company job street each.,5S2CQREK5S,2023-09-27,115.16,65.77756809,26.96290393,1.861291744
PKG05XJB,Part Hundred,6KU83DQQ4NG4,H&M,Fashion,Accessories,Bad of good discussion change with. Lose together store spend full father. Yard ball thing main.,SMTFNBS5BJ,2024-08-31,166.62,154.1889676,92.75467317,78.50567294
ERQ5X0YW,Many Require,YDRLI0G07PQT,Zara,Fashion,Footwear,Do candidate care what series fire. Modern fund whether lead. Series run Mr quite this second play.,5FYW2FIGHM,2022-11-11,69.6,42.93829559,25.80156598,5.196089402
9FQZQ241,Agreement Art,AQEO84HJK21U,H&M,Fashion,Footwear,Movie life where shoulder. Set family field any television one machine.,9WVWG4LFN1,2019-12-07,325.14,314.2883763,292.4189236,276.0427671
8JQ7U5AJ,Everyone Either,HFCMQKLAZD3D,Nike,Fashion,Footwear,Cover hold our girl cup carry. History something tree myself. Hot behind traditional word.,N63I4Y1X2S,2022-05-12,85.49,43.74628558,51.36027323,28.39368138
MVK70G03,Our Road,G10Z51637IT9,H&M,Fashion,Footwear,Hope nor term spend husband change admit. Pull evening new music possible everything war.,HNZZTX338L,2022-05-17,227.11,218.3867677,184.2728203,167.7259533
8620HF98,Sport Education,VOUXSBSN7GN0,Gucci,Fashion,Accessories,Probably where its base. Time sense notice sing affect western education.,Z59BFONVDT,2023-07-13,84.16,56.94215567,15.7374245,3.440730135
O35GHR7Y,Man Be,UDF3M78H4QRW,H&M,Fashion,Clothing,Environmental order tough try tree decide. Husband use resource.,ELOE0SX17S,2020-06-11,207.74,182.1298337,169.606833,142.9412898
R3AAZPQQ,Family Success,HJW7I2OFC3N3,Zara,Fashion,Clothing,Whether perhaps strategy. Paper strong summer performance huge.,ZBLZCAMZGZ,2020-12-16,334.58,327.7955979,245.1508129,217.1451798
2MU1I6F7,Think Lawyer,4LSIJ4J9GB28,Prada,Fashion,Clothing,Painting my deal now knowledge. Return much guess. Very heavy set science.,VTBVR0430E,2023-08-06,188.11,182.6713305,150.2558439,122.4597995
2UFB0K5X,Way Enough,6A20DXSDN6E6,Gucci,Fashion,Clothing,Foreign easy protect citizen argue three drive. Mission instead small exactly.,B34CUFPM9F,2021-04-13,232.79,208.6720224,138.8092449,112.593838
1BKWJJ8C,First Lay,DZC6PAYNPYHT,Adidas,Fashion,Clothing,Recently sound someone teacher forget. Within toward every top. Many human onto your think.,SUSHLQBNA6,2022-12-06,339.74,310.7252142,241.1792563,217.9593859
92MI3PDE,Mouth Live,QHQKCHP4CJPH,Gucci,Fashion,Clothing,Figure six discussion paper.,6OAFQYY6X1,2024-08-31,285.84,248.0907422,191.8462227,176.0040847
OONLQQ4G,Run High,IC4E2T9RQA4F,Gucci,Fashion,Clothing,Very kitchen usually same economy author.,098VOFY6IZ,2022-05-01,118.3,77.40777216,69.25396445,54.10455833
7ALWSCX3,What Democratic,1U1NOZHAY7QI,Nike,Fashion,Accessories,Piece voice myself floor see and. Bill teach everybody close interest. Defense voice white.,O7F51HNJ77,2024-05-23,321.03,303.4814201,263.5274809,252.2445748
EU56WP1S,Sort Cultural,AJNOCRYM5MAG,Zara,Fashion,Clothing,Mouth the oil. School whose past remember president ready firm. Local model hotel change whose lay.,WVNZQ6V9T7,2020-02-28,93.2,57.42260054,-1.789581514,-18.71688751
JUS549LY,Time Each,K6J5DELTBHN4,Zara,Fashion,Accessories,Nearly tree look make. Popular movie rich head however glass.,Z8LD1GSMQ5,2024-05-18,98.63,90.39927428,27.96702881,1.716951736
Y8IHD7N6,Appear Tv,4QNE9MR18LFW,Gucci,Fashion,Footwear,Evidence amount environment future social treat office. Law wide hot must.,LE8N4QVKZU,2019-12-25,332.94,316.4872237,249.8582682,226.3717068
SQ4VF67H,Range Dream,U1B2MJQN1GRW,H&M,Fashion,Accessories,Might mission there continue establish market. Control town production consider end.,L0YUHY4E08,2020-02-04,328.09,312.4540442,241.279677,218.3991843
HVLK1PWO,Social Policy,PGHD20EA2YP3,Prada,Fashion,Clothing,More name environment himself officer range protect.,JFGIGM2CLM,2023-09-01,66.97,25.10425738,5.296027304,-9.866679622
XBERZZBE,Dream House,WR2YZKH5206A,Adidas,Fashion,Footwear,Attorney clearly picture hot four table public. Population talk world claim nature trouble.,B89FV2JTTB,2021-03-04,63.81,54.04158912,41.73334153,19.61516113
11HXEAH5,Instead Increase,KXS6OO4CVO4Z,Zara,Fashion,Accessories,Environmental space clearly city issue. Million act poor newspaper night nice knowledge.,954VLM5F20,2024-06-15,172.42,146.4726575,103.4567058,74.77440383
CY3SJ90E,Song Opportunity,WKYYKTSCAMYZ,Zara,Fashion,Clothing,Social natural be. Together including window sea.,L62P92J2TO,2022-04-11,140.8,101.4357885,68.95474887,40.38737803
YSM0YLN1,Safe Piece,IF4JSPGNEK6E,Prada,Fashion,Footwear,"Physical remember respond indicate.
Base election investment. Score indeed tend professor very.",70PIW8MFDM,2019-10-28,222.21,177.6810918,133.2088437,104.4854641
3QJZIYPM,Human Clearly,XK6RRFXNMFOT,H&M,Fashion,Clothing,Loss bag produce woman. His Congress wear seem skill keep mother.,PTIFCETYL7,2022-11-03,339.24,310.5843703,284.4889637,267.6558272
2TYAFQRE,Do Choose,J552LV9M5HNW,Prada,Fashion,Footwear,Full room prevent education share. Likely item cold parent identify particularly forward.,L8ZCX5E681,2023-01-29,428.06,381.674732,392.7490878,382.0797909
VWW55P1C,Member Art,XUP5T3NJPVL8,Zara,Fashion,Footwear,Other eye indeed simply quality.,6449DN311B,2022-10-23,298.66,290.0703777,237.3873576,217.4182483
8B5S3BR0,Admit Energy,CW2FON1YJFBW,Prada,Fashion,Accessories,Measure performance per vote. Else item avoid admit.,9Z7BPXZ1T5,2022-06-10,333.14,307.9064315,234.6377672,209.8571594
4SD0905Q,Bar Base,S9OFTH4ARCO3,H&M,Fashion,Clothing,"Scene be individual car. Best pick notice hit.
Factor mention part.",FZ03Q242T8,2023-05-08,288.83,271.8204302,239.5553426,226.1411702
ZEGXTASX,Training People,L9NFB9Y9XA50,Zara,Fashion,Accessories,Social Republican second that manager. Always stay down run. Low its science determine.,ZR3C8RGIAM,2023-12-11,255.83,206.8739499,167.6242507,157.0223409
SYIQ37PH,Exist Sense,EKUBUGUIP59P,Gucci,Fashion,Accessories,Hand painting along. Draw front page college.,6107Z2S9G3,2022-03-28,324.63,290.231774,230.5540076,207.1865867
SZZKH0NO,Expect Behind,ZX5CFOFSHRJ8,Adidas,Fashion,Footwear,Improve decision catch party memory.,U2L5A73S1A,2023-07-24,447.04,398.5610492,370.0710212,349.3235842
4QR4JLHW,Business Management,FB1EN0HRATSM,Gucci,Fashion,Accessories,Who total might support. Democratic two ready. Wait it feel yourself.,LWYAZ422G7,2022-09-05,297.44,268.4789167,237.1422996,220.5692013
RN64KHA8,Popular Day,RBGOFL804XNT,Zara,Fashion,Clothing,Mrs history nothing minute deal any sure.,RSOFVJ87S2,2023-02-20,492.73,453.4610997,452.5599205,433.6825551
U84CYP2A,Start Pressure,VRNHA4A47JAP,H&M,Fashion,Clothing,Fly manage alone interesting last impact. Sea security young meet enter.,L09YX9UPN5,2020-01-05,90.73,70.32646526,-0.740137955,-15.71480069
K9TBNZ9U,Third Common,GHYWTRDBBAZ2,Zara,Fashion,Clothing,Attorney make for detail force. Effort dinner show realize.,I1OUPZQEN6,2021-10-20,12.64,-3.331859738,-40.87065298,-62.22623815
