,SaleId,TransactionDate,TransactionTime,InvoiceNum,SalesChannel,QuantitySold,TotalAmount,CustomerId,ProductId
753,MP5JFXRX,2022-11-21 03:59:50,02:13:37,J5LM44L1,Online,3,,C35LAJW4,Q5USC2MR
754,F6G2MOXT,2023-08-28 03:59:50,00:03:00,UDFPP0M7,Online,1,,WYVTKPHY,PIAL2VPO
755,00WDPJAF,2023-01-26 03:59:50,21:15:00,IQGEYFF0,Mobile,3,,5W48L5PR,BZ1FBQZW
756,DFP6L0Z6,2024-10-03 03:59:50,08:13:52,FX2G2V5R,Mobile,10,,DN3YFOQM,KVE56XH7
757,KNRCUM4N,2024-03-20 03:59:50,04:52:53,6SQD4RQW,Online,6,,5IHZ8UKB,I0B5URO4
758,VDEUXS4C,2021-06-01 03:59:50,10:43:06,UJB1LCS4,Online,10,,B1D99PJK,PJE35MVZ
759,N02AJ5KQ,2022-06-08 03:59:50,09:57:32,8G5AIJJV,Online,3,,P8Q05KOV,J2KE2C4Y
760,4S7XQVP9,2022-01-10 03:59:50,21:37:45,RG10XDSK,Online,3,,O05N4QFY,5N51NHHE
761,49ILSTVU,2022-08-07 03:59:50,02:50:39,2JWRY55M,Mobile,10,,AN2V1TNH,6CDR5KJI
762,4W19VKAU,2022-12-19 03:59:50,14:01:40,15OZXLM0,Mobile,5,,9UWGGY2Q,L71N0Q06
763,80WDKV5I,2024-07-01 03:59:50,08:45:16,8WHPKX0P,In-store,6,,EEB651GP,I3AU9Z85
764,C9JQ43JA,2022-09-18 03:59:50,18:02:04,6TZ2VIRZ,In-store,3,,DLXX60XI,DE47NF98
765,N3TIFBB8,2022-06-26 03:59:50,08:35:16,WPSFNQ6E,In-store,10,,TRDI31QM,AGOWJ7QB
766,7V5VNU1J,2020-02-16 03:59:50,00:31:16,KI51HXN5,In-store,6,,1YTBM8Y0,C0L0E5UR
767,TUO8DMKF,2020-09-08 03:59:50,02:51:45,4MXCLFK2,In-store,6,,UIWS4KWT,9YOQ4417
768,FOUD15O3,2023-11-15 03:59:50,20:18:00,06O0C9GG,Online,5,,MCI69IKG,EOQSGGDH
769,3CNHR692,2022-06-17 03:59:50,15:39:49,LE9JO3UZ,In-store,9,,QT4Y8U8H,9HKBWKWE
770,RIUQKGWF,2023-01-15 03:59:50,00:26:30,PND14FPU,Online,8,,SSXVVP7T,IE9YDHB4
771,FEHT407L,2023-07-14 03:59:50,19:33:27,AD8XP634,Online,10,,5F0O6QSG,Z608CCPR
772,9OHG8M7W,2022-05-19 03:59:50,14:45:51,BW53LQ50,Mobile,9,,TYNCOQ4Z,GSHP7R8C
773,MW9C367Y,2021-11-01 03:59:50,17:29:18,AXNFQV88,Mobile,8,,ZZ4FAREO,F6P3U5AM
774,STSB3KER,2024-07-28 03:59:50,16:01:50,NJTSHE6D,Online,10,,D0Z5E843,COCWL2TV
775,340Y9FDJ,2021-09-29 03:59:50,19:48:47,OIW1ZAHO,Mobile,5,,9ZPJSR2Q,V2JWJDNH
776,NP2N3ZO6,2022-10-25 03:59:50,01:30:51,WX48W0UO,Online,2,,EFK1MHDC,YE7RUOZJ
777,IBFYU6WA,2022-05-06 03:59:50,08:23:25,8TWIP2J3,In-store,3,,VSVO13N4,MWF4DS71
778,S3JLHU0N,2021-06-07 03:59:50,23:44:34,0MYSORAX,In-store,10,,9CSZDIDT,09ZK99DU
779,EZBD6R1I,2020-09-06 03:59:50,16:51:24,L28Z5G3W,Online,2,,S2LUVYT9,L9K2A092
780,NS6EBCSO,2021-01-10 03:59:50,02:54:31,H4K183PK,Online,9,,2Y4BH6X0,R8LWH3RD
781,J53VNN0W,2024-07-20 03:59:50,19:02:55,YLP9FBJ6,Online,2,,FUF4JHHL,FZT0HMHG
782,TQOPH0M6,2024-10-03 03:59:50,01:06:35,MFKEVUDY,Online,7,,V40T7N56,CW0VJDHY
783,F98HTES3,2024-03-09 03:59:50,22:13:47,8UL9EQJ8,Mobile,3,,GLZVKXEF,LTJCIH9B
784,9LNV1YRA,2020-02-23 03:59:50,22:18:23,IBWOZDXH,In-store,3,,BOT8ZW55,E9KTIWT0
785,M9DSHRBQ,2022-04-09 03:59:50,03:25:12,5DFIGJ8M,Mobile,9,,3FSW9OKI,01ZHJASI
786,I58S64T6,2022-07-20 03:59:50,13:04:43,0U811B6N,In-store,3,,OZFTNSRA,PRQ8EPCV
787,SV9O8FNY,2022-11-13 03:59:50,12:38:30,Z4O8R8PZ,Mobile,9,,R1O1W5FT,1RZ1AVLU
788,MF5V08I5,2024-03-26 03:59:50,20:46:18,UPY81OZF,In-store,2,,J1FRYOS2,Q18YKX06
789,0U6PIJY8,2022-07-16 03:59:50,21:25:59,YKNIGDI0,Mobile,7,,XI00I1L5,CDV9A6PL
790,SB52FHYZ,2023-11-22 03:59:50,04:59:17,8X62LVZG,Mobile,8,,KQNWTVPO,LH4SWC0W
791,82FIU1C7,2019-12-07 03:59:50,05:56:01,0X6U7LKW,Mobile,1,,UUYKUCFU,EH9IWC2E
792,I8RLZK65,2019-12-22 03:59:50,15:53:51,NVYG3MOO,In-store,3,,E1W3EC6F,T92BGD7P
793,P6W22KI9,2021-06-27 03:59:50,19:54:08,0Q4FUZF2,Mobile,9,,E7D0CNLV,BCDPCGHS
794,WWW0V82Z,2023-01-10 03:59:50,18:16:12,I8I1T0FK,Mobile,7,,KCY0T6C9,78YGR0ZD
795,7VZGATFG,2021-11-20 03:59:50,23:51:04,2EB8VOZE,Online,4,,MBBX5T1J,EV4YWIYH
796,O0RGRUT6,2023-08-04 03:59:50,22:17:29,O95BQMVB,Mobile,10,,1B5UO2QM,F6LV6FE9
797,M6XXSOYA,2021-08-10 03:59:50,05:28:43,GSODMO7E,Online,7,,C1C18OPA,8FEURINK
798,9ZUMWK1G,2023-04-17 03:59:50,11:48:22,RQFS2AK0,Online,10,,0EMXWGVC,FX3FK986
799,6XO3UPS5,2023-04-22 03:59:50,16:27:26,N1IB1RY3,Mobile,10,,FPPZXE5A,CCFGMU5J
800,ICRAFZAY,2023-06-27 03:59:50,16:05:30,PRVV4VR6,In-store,6,,39YXPD0P,UV6010RE
801,G3Z9UA2B,2021-07-20 03:59:50,09:49:53,99NPTT10,Online,7,,4DISSYZR,8UTYUFSL
802,QYH788D3,2021-04-23 03:59:50,03:44:17,7GYEHZEV,In-store,6,,Q0JZPHHM,VE9CD093
803,LHWXLU3R,2022-07-30 03:59:50,08:47:22,80V9XP9V,In-store,2,,VN92UER8,CG36UUPP
804,1OMCWUOZ,2020-09-26 03:59:50,19:35:16,4KAHV69N,Mobile,8,,KE2GEIV3,7Y681FGX
805,0YXVGH50,2024-07-12 03:59:50,04:58:05,WJ1Y6XO6,Online,6,,QEPIHV7P,F3WBZMH2
806,770FCEZS,2022-03-14 03:59:50,12:29:38,QQ1TKWYQ,In-store,6,,VPUSMPFH,9HR303F7
807,XU9LM84K,2021-08-01 03:59:50,12:54:04,EQQZE44V,Online,3,,I4T00BAD,EIAVTZ2O
808,7T96Y8RD,2021-03-13 03:59:50,20:35:34,12OH9K4W,In-store,5,,WWRZNG1O,U1KUX610
809,DPHPK7RQ,2023-08-05 03:59:50,17:34:22,LGYUK5WQ,Online,5,,PT9SH537,ETU0KK6O
810,TGEUAYMG,2022-03-15 03:59:50,07:33:08,6J38HX9Y,In-store,6,,N7DRQK23,QPER64IX
811,A1DZPXCM,2022-10-12 03:59:50,06:15:16,5TMAHG0X,Mobile,2,,0I577P7X,3D09K6QF
812,GJC9C2BU,2020-08-17 03:59:50,13:57:13,9BRDIORI,In-store,10,,YTKIDJ4U,50KJI70F
813,IZJMJ8Z3,2022-12-16 03:59:50,00:53:25,4E6JFSK1,Mobile,3,,WM9DD53M,9CF6NE4A
814,J8W9A79Q,2022-06-19 03:59:50,11:50:34,UPE1ND31,In-store,7,,AIQVSOD6,CIKCS3UT
815,ZAY18CRC,2023-01-16 03:59:50,02:55:24,OWXSZSBS,Online,3,,K0LD97YH,89ZDVOG4
816,DU18P9I5,2020-10-22 03:59:50,18:28:50,PH5UBLB1,In-store,10,,1JCCDFEE,R5P5EFMB
817,JLM54A5N,2023-11-11 03:59:50,13:27:34,JUFLQL1C,Mobile,4,,7UA1T6EL,Q7E4CM4H
818,5Z1NN5LF,2021-03-15 03:59:50,16:52:08,4RMC9DBT,Mobile,2,,P2OW34WM,F7R0U8HH
819,FQI4QHG3,2021-09-26 03:59:50,11:51:24,HJBLRQMT,Mobile,7,,9TD4BNCB,8G8L7MBW
820,B4RSR0TT,2021-10-18 03:59:50,14:22:33,VX7VSIC3,In-store,6,,DEGHW896,FOSRU91N
821,QA823RUB,2024-04-11 03:59:50,07:51:03,1634KSIW,Online,10,,JU90WVCR,UBKF433Z
822,Q7WK456G,2024-08-21 03:59:50,18:31:36,3XX1TXOX,Mobile,10,,PHPAKNAN,APZTN87M
823,TM5WKD7M,2024-05-19 03:59:50,10:13:00,LHRRO4Y9,Mobile,5,,T6B2GZZ5,ON3MOL0G
824,SFMB7JN2,2020-02-19 03:59:50,02:24:54,ON7KSR40,Online,6,,GJDFBAYL,GGPJ8K0E
825,QZ9NNU1J,2021-04-11 03:59:50,11:39:07,Q843CEKL,Online,8,,EBX0NZ8R,9FUYBKRB
826,BIE97NIQ,2019-12-10 03:59:50,18:39:15,QZG3G8WX,Online,6,,U7K60ZC5,UTIPX8D0
827,HJW6U9FY,2021-05-02 03:59:50,13:50:28,LWQ7AW8T,Mobile,4,,TNQXVJAN,913D0NK3
828,3ZY1ZLCC,2020-09-28 03:59:50,08:34:44,BJ01X3AS,In-store,6,,7AVI8X86,3T32AVHE
829,PZ0YQ4SG,2020-09-16 03:59:50,06:56:26,7YXNBGWF,In-store,3,,GIWSQ7YU,KQZZ1HUR
830,VQTJ7LKT,2021-12-09 03:59:50,05:59:12,O4N2JOYU,In-store,1,,XX4ZZGC8,VSMXKGQW
831,XZADWRHF,2020-07-19 03:59:50,00:00:07,LO6VTXL3,Mobile,3,,NQK3FPQ6,34WPI8GK
832,AD7YUZZU,2022-11-08 03:59:50,17:10:51,K8UMZ0QD,Mobile,5,,02THIBZC,A0M9BD8T
833,XO65ADBO,2023-02-14 03:59:50,13:36:48,EZDU2QTB,Mobile,1,,ZQLYJ321,WQVUABWR
834,MEKES7EK,2020-12-19 03:59:50,23:23:03,D02BGYLS,Mobile,8,,4MAUVRTM,O0V2M9II
835,8KU8Y2S7,2020-01-16 03:59:50,09:26:05,UE8MXTIK,Mobile,8,,YQ3S03GL,TJK4S7P0
836,CWQ89ZEL,2020-12-21 03:59:50,23:45:26,S3JXCK20,In-store,1,,4BQM6TC3,FJGO8VHW
837,7KHSAAEE,2024-09-19 03:59:50,21:55:02,O0OARZ03,In-store,9,,KV7FO3XW,TGMRCGMM
838,X4JV5ZQH,2023-12-16 03:59:50,22:47:18,M0GKN1B8,In-store,5,,TRH20BPV,T1SH4W76
839,G1WPX1BS,2022-08-21 03:59:50,17:55:14,2DKUGVCL,Mobile,6,,VLBIECCG,N4IMB7IA
840,JFD71MH9,2023-11-29 03:59:50,17:57:13,Q5VQ67V8,In-store,5,,Y36MH8P1,Q3MGR03P
841,ZG5S8IET,2022-12-25 03:59:50,04:43:48,WCKDOHS9,In-store,4,,92LPM3ZK,Z79TYJAZ
842,UDLQV4JJ,2022-07-11 03:59:50,16:11:04,8B25IFPO,In-store,2,,LBFVO65S,69OHXSN4
843,0KI9W77O,2022-05-28 03:59:50,11:09:39,7MZANSUA,In-store,9,,I10FK7VC,1KRH9DOU
844,SNWJPUCU,2022-08-06 03:59:50,00:38:31,OU740ZHW,Online,2,,V33MRYL4,T4QWEOWJ
845,2IB10YKA,2020-08-14 03:59:50,08:33:49,1VVJNMBD,Mobile,4,,7ZCVQWSG,TLHZ4XWA
846,OTO8TVV5,2022-05-28 03:59:50,04:15:18,6DLTX909,In-store,1,,NBVTPGXE,FUC131M6
847,8LUQYVDO,2020-01-08 03:59:50,01:48:34,EEHDXMCJ,Mobile,3,,9MPJNWY3,CXVPCT7E
848,QTJWYVS9,2024-08-26 03:59:50,00:35:18,EHETXKTU,Mobile,5,,Z4UCQ6NL,O4KFSXQM
849,0PK6IR4G,2021-08-07 03:59:50,08:00:28,AG5KVQMD,Mobile,10,,LE32CXLJ,1TV46B0K
850,UULOIKED,2020-12-09 03:59:50,19:36:40,RHE4Q3CO,In-store,2,,RKOXM242,KO9COGIP
851,O0PCVGPN,2022-07-03 03:59:50,13:09:29,J2NI3JMN,In-store,7,,P0LXJYCV,V184V1OG
852,2P70JSHG,2022-07-06 03:59:50,06:06:58,7JCWZV9M,In-store,4,,83OY128Q,JW7MGM1Y
853,834R41NW,2023-10-06 03:59:50,16:12:10,78URILNZ,In-store,10,,G710GU21,5KO8EMMS
854,9RBTA3OW,2023-03-07 03:59:50,18:05:26,MOQMCEVW,Online,9,,BMQVTVIV,X2PE9TLY
855,Z4N0U0E4,2021-05-03 03:59:50,09:57:21,NHFHECHR,Mobile,7,,4UZYBT46,JAVKTEI3
856,WM013LYX,2023-07-15 03:59:50,18:13:30,46VO2QKU,Mobile,4,,OA7XNROJ,O3EJX07Z
857,VEMWKHJQ,2020-08-02 03:59:50,22:45:56,2ZN4TKNB,Online,9,,Y3QAH1BN,YOGVOC2U
858,UWYX84VG,2019-10-14 03:59:50,07:35:45,ZMUE5PUM,In-store,2,,VJH02MFS,JY0FECR5
859,O7W1GH50,2024-05-29 03:59:50,13:57:26,VN1VX1KR,Online,10,,VVOMZFGQ,5H7RVIVT
860,PAD1IMPG,2024-02-29 03:59:50,05:13:26,H5OIJX2L,In-store,4,,8ZXGIB8H,TCWLTGQL
861,4YK881AF,2023-02-10 03:59:50,14:01:23,MV4M8BTP,In-store,8,,YDFBUJH2,S7NSARIJ
862,KAPGYFJO,2020-09-26 03:59:50,02:42:03,LQXTJV43,Mobile,10,,806RI07B,D8EI9SFE
863,A4FDZ7SA,2021-11-10 03:59:50,16:04:54,K3XAV1IS,In-store,7,,5CIHIJUW,ZW6NLLGD
864,KGSE369N,2021-10-09 03:59:50,00:59:51,VB549LM6,In-store,7,,6N0D7DOH,N4XCZYM2
865,WCRO165L,2021-03-03 03:59:50,04:22:23,LTEVEAII,Mobile,6,,4SFJT3DQ,8VCNUGI5
866,V3JK59MO,2022-09-13 03:59:50,20:03:49,O7LN4HQF,Online,8,,VNWZCRRX,3A5CO0K9
867,TEZXTAN1,2020-05-14 03:59:50,20:24:23,2A4DYRQN,In-store,5,,WZ8USWYU,W7PK2EVA
868,SRRAVECG,2021-08-02 03:59:50,02:22:20,65G80459,In-store,5,,4WEDYVOW,Q56JNGVX
869,625Y5TZA,2020-05-07 03:59:50,06:19:37,N6NR29UC,In-store,4,,5GYQLLHF,L03B6J59
870,QI7DQP89,2022-01-17 03:59:50,22:29:51,73KWTL70,In-store,6,,V315853N,WGPJKPVS
871,VTHIAZVR,2022-06-09 03:59:50,08:55:51,O7MVNZD8,In-store,7,,VS3PF71Y,1UUT93N9
872,3C97JLOD,2020-04-09 03:59:50,00:37:39,PVQPQT2U,In-store,3,,OY1BKSUS,OD8RSLMO
873,W8GBPISW,2023-03-06 03:59:50,14:08:07,YJVXQY14,In-store,5,,6P1Q8D00,TBDX4KZQ
874,JM7F613Q,2020-10-04 03:59:50,06:41:11,8M392MFK,Mobile,3,,0BU1Q6PR,PBSBUYJ4
875,YK7CWCOK,2021-10-31 03:59:50,04:56:03,XJJDOMAY,Mobile,10,,1RNW6PE2,KF24AHR1
876,DS7FEJRX,2024-04-04 03:59:50,14:35:47,OISX5KEH,In-store,8,,DBRUV8TK,NYHLYXD9
877,Q83JNKI0,2024-03-30 03:59:50,07:30:54,0WOUVXRB,In-store,10,,WDYSW2H4,ODFLTV0U
878,BW4F6RLT,2024-02-25 03:59:50,10:16:50,E7V6NTMH,Online,9,,FY5UPYHR,XPU2TXQ6
879,A0L1QZYJ,2022-12-11 03:59:50,06:15:26,VKT8JJOD,Online,1,,MIIQ3GSC,7OZ1KRLX
880,GGWZJGIL,2021-05-04 03:59:50,14:45:43,7LV5B0RP,Mobile,10,,57CHHKUK,3G5MTGKV
881,7H9OYWBV,2020-08-20 03:59:50,03:37:10,94F7BI0P,Mobile,1,,1MG70SC3,F88KQSM6
882,VRTGSVEU,2019-11-19 03:59:50,07:37:10,RDOQ3HDX,Mobile,3,,3TY7ABXH,5G7DEBSO
883,IFNYRHX3,2021-10-24 03:59:50,13:03:12,3949GMKQ,Online,7,,CS0GIQQM,NZNONG0X
884,VMB2W2WI,2020-06-12 03:59:50,13:53:35,8JR2DLTN,Mobile,4,,NGUWTE6P,9AMY95RH
885,GPVQ6DA3,2024-03-17 03:59:50,00:54:37,298X9VMH,Online,6,,5EEEJBD8,UYX2SWI1
886,BRC0NKBM,2020-06-21 03:59:50,12:31:02,BUAZ78ML,Mobile,2,,A0H59SQ5,URI0IMWP
887,UHHGD5TM,2023-05-17 03:59:50,01:57:01,922N4ES0,Online,8,,JXJUAVV5,NA1JU1SK
888,0DBN0W41,2021-04-02 03:59:50,23:01:58,52YL05BW,Online,3,,YOZBXF4T,HI28G755
889,23J92X8G,2020-11-08 03:59:50,07:02:38,ECFSHRJT,Mobile,5,,NBGQZB33,P92ASTNJ
890,6VMVBWIN,2023-12-28 03:59:50,21:49:23,5OY2Q8TD,In-store,2,,T6FISG81,QUTSFFVD
891,6YXGDFW6,2023-08-15 03:59:50,07:06:16,TNWCYICJ,Mobile,7,,GP7HTPXT,4XQUMV3P
892,YYG9QC57,2023-01-07 03:59:50,05:01:13,3JW18TJK,Online,6,,BA2O26X1,JU1CKW6M
893,R4Z0NRYW,2021-01-02 03:59:50,12:31:59,VQ5GITEA,Online,10,,PG3JTDC6,3F9N2K2W
894,UGCMHB7G,2022-02-05 03:59:50,03:02:21,A2CTV366,Mobile,9,,78WSK4QQ,HO57M9B0
895,K50MCMLI,2021-11-16 03:59:50,19:13:40,RU6QGR8R,In-store,8,,G8S5SZDJ,DNSBIF9O
896,9EZU42CM,2022-12-07 03:59:50,19:19:57,AIIW3E3X,Online,2,,2F7OPMQ4,AY471PKS
897,R68G2Q89,2021-11-07 03:59:50,11:00:40,UUC80ZOU,Mobile,8,,BPDRBA44,DJHYUC9X
898,TIUSDVXG,2024-03-22 03:59:50,03:28:23,FKPPL7VH,Online,5,,0OILQB9P,HAXRI6FU
899,L01J0YQZ,2021-06-05 03:59:50,11:53:06,LGDQQ1N1,Mobile,9,,60EVL78V,VKKYUXJD
900,SMGEC6JD,2022-12-11 03:59:50,03:02:58,6XTME8KQ,Online,4,,6EL1W935,QFRVAWZD
901,VWJHBGDJ,2023-01-29 03:59:50,20:55:00,UGDJT61F,Online,1,,M0V0YMBT,3NK80EV9
902,5E1BPQ67,2023-07-10 03:59:50,16:37:14,1GO0K9Y5,Mobile,10,,6B44SA03,M6XQ72CL
903,83OQVGNM,2022-12-20 03:59:50,13:11:30,YILJT1NW,In-store,8,,TVSSZPZ7,O1YGQ8QT
904,1CTW1E0F,2020-01-01 03:59:50,06:47:34,DTXL8QWT,Online,8,,SCK6J0TQ,23R2J5S4
905,GF4HK433,2023-12-20 03:59:50,10:03:24,BC5PK8MK,Online,1,,FLMIPXGA,X07DGSUV
906,ELPPFK55,2021-12-15 03:59:50,04:06:21,1QKIZ7IV,Online,5,,SXR8WTJP,TPBO8B4L
907,MD4NHOED,2024-08-06 03:59:50,00:59:44,X8SBOKCH,Online,3,,CW0Z9132,09F3E41H
908,A1NOWUSU,2024-04-14 03:59:50,09:32:36,78NF2KN5,Online,1,,IT51Z59C,PZHQW74L
909,XA7J9PEQ,2022-03-23 03:59:50,15:20:46,LB1GGLM4,Online,5,,J997R3SC,IMD0CW2J
910,SA4PCFN5,2020-05-20 03:59:50,12:49:36,RI764711,In-store,3,,EXX5WLHX,W6L299QQ
911,U0CFQDLE,2020-06-10 03:59:50,13:27:29,U55DAE46,Mobile,6,,DY0UNPK5,CKYKPVE4
912,BUKPRIAA,2020-10-21 03:59:50,19:27:12,7H039WL8,In-store,3,,HCGIXNK3,LZ6YZGRR
913,7E53LCK1,2022-12-01 03:59:50,12:58:47,I2GYIZEY,In-store,10,,1SLPEUVO,E7G4U30B
914,3OUDIEDL,2023-07-07 03:59:50,02:24:24,ERFQI77T,In-store,8,,UOPQBQJ5,GCHRMU1V
915,X76JPYUE,2023-09-15 03:59:50,00:22:07,0S5ECPKP,Online,1,,VPZ2FXVL,P894HRS1
916,559CCBPD,2021-03-17 03:59:50,01:47:24,SCCCQTZB,In-store,1,,P30HCNNF,CJZ2H80L
917,J7V59V4W,2024-01-10 03:59:50,06:13:36,O3FEL9G0,Online,10,,KF5YH0NQ,BOE5KMM2
918,NKNMC287,2022-04-07 03:59:50,00:56:27,N0OYDX3O,In-store,7,,UIDMZRVZ,V0Q2B2GU
919,8Z69A9QX,2019-10-11 03:59:50,07:49:21,HRA928PW,Online,10,,MYG5MXS1,1A402SLS
920,ORL5ZIWD,2021-10-27 03:59:50,22:37:51,ZQVAVV9P,Mobile,10,,KK0VL8BK,6QVDACLH
921,PKMWAY9W,2020-05-02 03:59:50,14:56:15,OLQCMML9,Mobile,1,,NKXMSUDQ,JVDPDX7H
922,QNZPGS8H,2021-10-25 03:59:50,21:11:07,5AZ65XHL,Mobile,3,,1J76W0AA,HIJL2C69
923,LZ9XS0LC,2023-05-13 03:59:50,07:24:48,O980KE55,In-store,10,,IYPV22ZE,1RUFP6F0
924,VVUUEYR1,2024-01-12 03:59:50,06:40:36,43A58S56,Mobile,4,,LJCI6JJW,BTNMU8L0
925,O51CRB3D,2021-06-03 03:59:50,00:49:48,DNDZL0ZU,Online,7,,TL6WHEWV,C6GYGL0D
926,GSVDL499,2020-09-19 03:59:50,15:54:25,BJBL1G5N,In-store,3,,80BUFYN3,BF0XEHDJ
927,FTVIEFLG,2020-07-22 03:59:50,15:09:30,V6V6UPN6,Mobile,9,,J9MO21TF,DTI9XHGG
928,6IBL30HJ,2023-08-30 03:59:50,07:38:14,MJN850GF,Mobile,2,,VLO1V1V9,WZPK76H8
929,D3S8MOJ0,2023-07-29 03:59:50,14:16:14,4R0O779W,In-store,10,,9VYHP336,XZYAVB92
930,TJD4WWMS,2022-03-05 03:59:50,22:15:24,ZKP6JS0C,In-store,8,,23TZE6GA,GNW7H88D
931,9Z5LDIXZ,2024-07-03 03:59:50,17:29:00,HCYS7FFF,Online,8,,WNCSIZM8,LZ39JZ0L
932,1TLLKRAP,2024-08-13 03:59:50,11:13:34,CRCD1851,Mobile,3,,IT97CY4Q,H6YDNS96
933,6LF4O7D8,2022-06-22 03:59:50,03:16:52,GLKKH71N,In-store,6,,D3VE2OLI,8JWLGOR7
934,KZI3PUJM,2022-02-19 03:59:50,13:07:30,CTAYT6L5,Online,1,,YRZKN68H,4UYB7SMN
935,5LKSCFHJ,2021-01-22 03:59:50,06:35:34,DQFM77SU,Mobile,7,,3EFYW54H,A8LXFZ3L
936,MD9WABGF,2021-05-23 03:59:50,13:17:53,GD1KRYDK,In-store,1,,TOT3P6IK,5K6332SK
937,4FG1L49Y,2019-12-20 03:59:50,13:54:21,SP9QNMBN,Online,2,,02Y3AE81,806GXZ8R
938,SGJ5NAE5,2020-04-01 03:59:50,00:46:24,8DWE3ROQ,Mobile,2,,THUFEOAL,DIAHQB0O
939,82BFT7QM,2022-02-24 03:59:50,01:37:12,M4O83R7A,In-store,10,,KUETUP26,MXIRCFIC
940,M9SIWT57,2022-07-17 03:59:50,20:09:40,BEYZTO3M,In-store,8,,1SVUJIO2,JXBAOI6W
941,XSQWJIYY,2023-08-08 03:59:50,08:15:52,WG55HOEQ,Online,6,,S0QOW25F,LJPLM2VO
942,BG8NLZK7,2019-11-04 03:59:50,05:21:33,17R05O34,In-store,9,,HC8S8ODY,MIAMC7SR
943,ANDGIYGI,2024-10-01 03:59:50,18:52:22,FRI0JV0A,Online,3,,BV63DB1V,AHYW23J0
944,8C1IZM1J,2021-07-25 03:59:50,13:35:53,O4TLEDX8,Online,6,,EMP19JG1,UR3DEZFD
945,O5JI75LH,2021-12-04 03:59:50,21:46:39,K8KYMTZE,Online,2,,EUK1QKVH,VKFIOQ1O
946,VBMZTY0L,2024-03-29 03:59:50,21:51:34,MDHNX7FW,Online,9,,J2NPSYKY,AXKI2Y9D
947,N14A4GJ9,2023-04-11 03:59:50,03:02:37,QDCVVWUJ,Mobile,7,,MK4CVEO6,YNUJFKCG
948,OR1LIFBB,2021-07-08 03:59:50,10:54:08,PR9DXYGD,Mobile,8,,VU4EJA76,V1IC7OF2
949,NY81RXMW,2023-05-24 03:59:50,16:25:08,SGXR4EQZ,Mobile,2,,TJ52LYB1,GT9LDYLA
950,ZJMWQIRC,2022-10-06 03:59:50,11:41:05,6TPPCKQK,In-store,3,,REJIVD92,H21PV8NL
951,8X0ELPVO,2020-12-27 03:59:50,06:51:33,I4EKBWI8,Online,10,,PJV44M73,FVII9AL3
952,TY9E6K5X,2019-11-21 03:59:50,00:19:16,GPHFJ5S1,Online,8,,BR9YP2R3,M7D7H879
953,6MNYK4M9,2021-04-16 03:59:50,07:41:18,1BL5WWW3,Online,6,,KPZQ76B3,PIA6MSMG
954,4I8K6WY8,2023-10-21 03:59:50,07:03:23,9XQ435EP,Mobile,9,,Q9IRPMGT,HVDSYECM
955,IU1OB660,2023-11-27 03:59:50,15:28:28,D070SY2N,Mobile,2,,HE1DMQYX,K4CHUORN
956,A4995C6X,2022-04-18 03:59:50,15:20:24,ACAD4FAC,Online,8,,XJZ8PCMY,LADYU641
957,RU2HBY88,2024-05-28 03:59:50,07:27:50,LQGI0YCX,Mobile,10,,ORBQKWPW,UOG2JROR
958,HFYZQZQX,2024-02-06 03:59:50,00:05:25,UKCUW7IM,Mobile,8,,THEW5PL5,1PTZ4M88
959,4N9HMIWI,2024-04-28 03:59:50,13:34:02,QAE8D3JZ,Mobile,8,,86E43XJ3,9PAG7PYE
960,T6PFK84A,2023-02-01 03:59:50,14:58:03,A97XXDZJ,Online,4,,NA0WNEVR,6ZR8ZATG
961,ALQ0FXPX,2021-10-15 03:59:50,20:10:43,YAA0O4YK,Mobile,1,,SCKFDN4M,5FHLXPW2
962,CICTA08D,2021-07-24 03:59:50,04:30:14,H74S3R0W,Online,10,,XVO3D53E,SHL11C42
963,YN1WI71B,2020-09-14 03:59:50,19:20:50,HH8X7QPL,In-store,5,,K9FY31B9,XJ5JAPZK
964,UCXGQ5K1,2020-03-10 03:59:50,20:55:56,YCZARL6B,Mobile,2,,R9TFRLVZ,5GX1I0M1
965,7QVSBLR0,2023-02-03 03:59:50,07:03:46,5725YKEO,Mobile,8,,OSCUZ9IF,T5QLVV5Z
966,7EB16J0O,2023-03-22 03:59:50,04:47:16,91R73IO2,Online,7,,HK943EYX,CHLRXPGT
967,YEYQDL4J,2020-07-27 03:59:50,22:37:41,EH8684VD,Online,2,,S026Z102,YQ0LJ90P
968,7QBO00Z6,2021-05-21 03:59:50,11:18:34,9FTHP83O,Mobile,5,,KZOP8961,9WNJ6FWF
969,G2245KXP,2023-01-16 03:59:50,21:57:18,33MU0KV0,In-store,6,,08MNX9LA,ULTAHD8K
970,Y9PUG66Z,2019-10-20 03:59:50,22:08:46,BTYQ1CWD,Mobile,4,,RMRA6VTB,8CSW8PCY
971,ZF89SOL2,2020-04-14 03:59:50,10:57:21,BE2UCTU2,Mobile,1,,LZIFGBFN,RK1RBAFE
972,DAXUMN5Z,2024-08-28 03:59:50,22:28:30,JP32P6R9,In-store,8,,UMFF21P6,PV1LATWF
973,BEB2LV1T,2021-06-25 03:59:50,23:54:50,TTYAJZJN,Online,2,,GRKO9NXF,9L57EXXG
974,QU80IVRM,2023-08-24 03:59:50,09:05:50,JR3NYFQK,Online,6,,UGIFKQZF,3Y6V1RVU
